label,ac_year,district,block,udise,school_name
,,BILASPUR (H.P.),JHANDUTTA,2080303802,GPS BHARARI
,,BILASPUR (H.P.),JHANDUTTA,2080304101,GPS JHARERI
,,BILASPUR (H.P.),JHANDUTTA,2080304701,GPS MALRAON
,,BILASPUR (H.P.),JHANDUTTA,2080304702,GPS MALRAUN KHAS
,,BILASPUR (H.P.),JHANDUTTA,2080304801,GPS DHOLAG
,,BILASPUR (H.P.),JHANDUTTA,2080304802,GMS DHOLAG
,,BILASPUR (H.P.),JHANDUTTA,2080304901,GPS SILH
,,BILASPUR (H.P.),JHANDUTTA,2080304902,GHS SILH
,,BILASPUR (H.P.),JHANDUTTA,2080305101,GPS KHERI DURGHAT
,,BILASPUR (H.P.),JHANDUTTA,2080305601,GPS BAITHRIN
,,BILASPUR (H.P.),JHANDUTTA,2080305901,GPS BUHAR
,,BILASPUR (H.P.),JHANDUTTA,2080305902,GMS BUHAR
,,BILASPUR (H.P.),JHANDUTTA,2080306101,GPS KHAL
,,BILASPUR (H.P.),JHANDUTTA,2080306102,GPS GADYANA
,,BILASPUR (H.P.),JHANDUTTA,2080306103,GHS GAH GHORI
,,BILASPUR (H.P.),JHANDUTTA,2080306104,GMS KHAL
,,BILASPUR (H.P.),JHANDUTTA,2080306201,GPS PAPLOA
,,BILASPUR (H.P.),JHANDUTTA,2080306601,GPS JEJWIN
,,BILASPUR (H.P.),JHANDUTTA,2080306602,GSSS JEJWIN
,,BILASPUR (H.P.),JHANDUTTA,2080306801,GPS SILLWIN
,,BILASPUR (H.P.),JHANDUTTA,2080306802,GMS SILWIN
,,BILASPUR (H.P.),JHANDUTTA,2080307201,GPS BHADOL
,,BILASPUR (H.P.),JHANDUTTA,2080307701,GPS KOT
,,BILASPUR (H.P.),JHANDUTTA,2080307801,GPS BAG
,,BILASPUR (H.P.),JHANDUTTA,2080307802,GPS NAIN
,,BILASPUR (H.P.),JHANDUTTA,2080307901,GPS DHANAR
,,BILASPUR (H.P.),JHANDUTTA,2080308101,GPS MAROTTAN
,,BILASPUR (H.P.),JHANDUTTA,2080308102,GHS MAROTTAN
,,BILASPUR (H.P.),JHANDUTTA,2080308401,GPS SALWAR
,,BILASPUR (H.P.),JHANDUTTA,2080308402,GSSS SALWAR
,,BILASPUR (H.P.),JHANDUTTA,2080308501,GPS DHANI PAKHAR
,,BILASPUR (H.P.),JHANDUTTA,2080308502,GSSS DHANI
,,BILASPUR (H.P.),JHANDUTTA,2080308601,GPS DHANOLA SASOTA
,,BILASPUR (H.P.),JHANDUTTA,2080308901,GPS PARLI
,,BILASPUR (H.P.),JHANDUTTA,2080309101,GPS KHARLI
,,BILASPUR (H.P.),JHANDUTTA,2080309102,GHS KHARLI
,,BILASPUR (H.P.),JHANDUTTA,2080309201,GPS KAKREHAR
,,BILASPUR (H.P.),JHANDUTTA,2080309601,GPS PHUPLI JHALWANA
,,BILASPUR (H.P.),JHANDUTTA,2080309901,GPS BALH CHALOG
,,BILASPUR (H.P.),JHANDUTTA,2080310201,GPS BAJAURA
,,BILASPUR (H.P.),JHANDUTTA,2080310202,GMS BAJAURA
,,BILASPUR (H.P.),JHANDUTTA,2080310401,GPS NAKHLERA
,,BILASPUR (H.P.),JHANDUTTA,2080310402,GSSS NAKHLERA
,,BILASPUR (H.P.),JHANDUTTA,2080310601,GPS JABLOO
,,BILASPUR (H.P.),JHANDUTTA,2080310602,GPS CHOR BAIN
,,BILASPUR (H.P.),JHANDUTTA,2080310603,GSSS JABLOO
,,BILASPUR (H.P.),JHANDUTTA,2080310801,GPS JOHAR KHALSAIN
,,BILASPUR (H.P.),JHANDUTTA,2080311001,GPS LEHAR
,,BILASPUR (H.P.),JHANDUTTA,2080311101,GPS NAND
,,BILASPUR (H.P.),JHANDUTTA,2080311201,GMS NAND NAGROON
,,BILASPUR (H.P.),JHANDUTTA,2080311501,GPS BALGHAR
,,BILASPUR (H.P.),JHANDUTTA,2080311502,GHS BALGHAR
,,BILASPUR (H.P.),JHANDUTTA,2080311801,GHS JEORA
,,BILASPUR (H.P.),JHANDUTTA,2080311901,GPS JEORA
,,BILASPUR (H.P.),JHANDUTTA,2080312101,GPS DOKRU
,,BILASPUR (H.P.),JHANDUTTA,2080312102,GHS DOKRU
,,BILASPUR (H.P.),JHANDUTTA,2080312201,GPS BALA
,,BILASPUR (H.P.),JHANDUTTA,2080312202,GPS BALA CHANGER
,,BILASPUR (H.P.),JHANDUTTA,2080312203,GSSS BALA
,,BILASPUR (H.P.),JHANDUTTA,2080312301,GPS BAROHA
,,BILASPUR (H.P.),JHANDUTTA,2080312302,GPS CHHAMWAHAN
,,BILASPUR (H.P.),JHANDUTTA,2080312303,GHS BAROHA
,,BILASPUR (H.P.),JHANDUTTA,2080312304,GMS CHHAMWAHAN
,,BILASPUR (H.P.),JHANDUTTA,2080312501,GPS KIARI DAFER
,,BILASPUR (H.P.),JHANDUTTA,2080312601,GPS DEHLWIN
,,BILASPUR (H.P.),JHANDUTTA,2080312701,GPS DAHAD
,,BILASPUR (H.P.),JHANDUTTA,2080312702,GSSS DAHAD
,,BILASPUR (H.P.),JHANDUTTA,2080312801,GPS KHALSAI
,,BILASPUR (H.P.),JHANDUTTA,2080313001,GPS GURNARI
,,BILASPUR (H.P.),JHANDUTTA,2080313101,GPS GHARAN
,,BILASPUR (H.P.),JHANDUTTA,2080313102,GSSS GHARAN
,,BILASPUR (H.P.),JHANDUTTA,2080313301,GPS MATLA
,,BILASPUR (H.P.),JHANDUTTA,2080313302,GHS MATLA
,,BILASPUR (H.P.),JHANDUTTA,2080313501,GPS SAMLETU
,,BILASPUR (H.P.),JHANDUTTA,2080313701,GPS SUNHANI
,,BILASPUR (H.P.),JHANDUTTA,2080313702,GSSS SUNHANI
,,BILASPUR (H.P.),JHANDUTTA,2080313901,GPS FATOH
,,BILASPUR (H.P.),JHANDUTTA,2080314001,GPS JHARERI
,,BILASPUR (H.P.),JHANDUTTA,2080314101,GPS TIHRA
,,BILASPUR (H.P.),JHANDUTTA,2080314201,GPS BADGAON
,,BILASPUR (H.P.),JHANDUTTA,2080314202,GSSS BADGAON
,,BILASPUR (H.P.),JHANDUTTA,2080314401,GPS REE RADOH
,,BILASPUR (H.P.),JHANDUTTA,2080314501,GPS FAGOG
,,BILASPUR (H.P.),JHANDUTTA,2080314701,GPS BALOH
,,BILASPUR (H.P.),JHANDUTTA,2080314702,GSSS BALOH
,,BILASPUR (H.P.),JHANDUTTA,2080314901,GPS SANGASWIN
,,BILASPUR (H.P.),JHANDUTTA,2080315001,GPS BERTHIN
,,BILASPUR (H.P.),JHANDUTTA,2080315101,GPS RIHANA
,,BILASPUR (H.P.),JHANDUTTA,2080315201,GPS KHAROTA
,,BILASPUR (H.P.),JHANDUTTA,2080315301,GPS KANDIYANA
,,BILASPUR (H.P.),JHANDUTTA,2080315302,GSSS BERTHIN
,,BILASPUR (H.P.),JHANDUTTA,2080315401,GPS DOHAK
,,BILASPUR (H.P.),JHANDUTTA,2080315501,GPS BUKHER
,,BILASPUR (H.P.),JHANDUTTA,2080315502,GMS BUKHER
,,BILASPUR (H.P.),JHANDUTTA,2080315801,GPS BADGOAN
,,BILASPUR (H.P.),JHANDUTTA,2080315802,GPS BADGOAN-II
,,BILASPUR (H.P.),JHANDUTTA,2080315803,GMS BADGOAN (GALU)
,,BILASPUR (H.P.),JHANDUTTA,2080316001,GPS MARURA
,,BILASPUR (H.P.),JHANDUTTA,2080316002,GPS NAGHIAR
,,BILASPUR (H.P.),JHANDUTTA,2080316003,GPS THERU NAGHIAR
,,BILASPUR (H.P.),JHANDUTTA,2080316004,GSSS NAGHAIR
,,BILASPUR (H.P.),JHANDUTTA,2080316801,GPS BHAGATPUR
,,BILASPUR (H.P.),JHANDUTTA,2080317001,GPS JHABOLA
,,BILASPUR (H.P.),JHANDUTTA,2080317002,GPS TAMBRI
,,BILASPUR (H.P.),JHANDUTTA,2080317003,GMS JHABOLA
,,BILASPUR (H.P.),JHANDUTTA,2080317007,GMS TAMBRI
,,BILASPUR (H.P.),JHANDUTTA,2080317101,GPS GHUMARPUR
,,BILASPUR (H.P.),JHANDUTTA,2080317201,GPS KURU KOTHI
,,BILASPUR (H.P.),JHANDUTTA,2080317202,GPS BACHHRETU
,,BILASPUR (H.P.),JHANDUTTA,2080317203,GMS BACHHRETU
,,BILASPUR (H.P.),JHANDUTTA,2080317301,GPS KOSERIAN
,,BILASPUR (H.P.),JHANDUTTA,2080317302,GSSS KOSERIAN
,,BILASPUR (H.P.),JHANDUTTA,2080317701,GPS DHANGU BAONGRI
,,BILASPUR (H.P.),JHANDUTTA,2080318001,GPS THATHAL JANGAL
,,BILASPUR (H.P.),JHANDUTTA,2080318002,GHS THATHAL JANGLE
,,BILASPUR (H.P.),JHANDUTTA,2080318101,GPS KUT BAONGRI
,,BILASPUR (H.P.),JHANDUTTA,2080318301,GPS JOL
,,BILASPUR (H.P.),JHANDUTTA,2080318601,GPS KHAMERA KALAN
,,BILASPUR (H.P.),JHANDUTTA,2080319501,GPS GANGLOH
,,BILASPUR (H.P.),JHANDUTTA,2080319502,GHS GANGLOH
,,BILASPUR (H.P.),JHANDUTTA,2080319901,GPS DASLEHRA
,,BILASPUR (H.P.),JHANDUTTA,2080319902,GPS GOCHER
,,BILASPUR (H.P.),JHANDUTTA,2080319903,GSSS DASLEHRA
,,BILASPUR (H.P.),JHANDUTTA,2080320101,GPS GUJREHRA
,,BILASPUR (H.P.),JHANDUTTA,2080320102,GSSS GHANDHIR
,,BILASPUR (H.P.),JHANDUTTA,2080320105,GMS GUJREHRA
,,BILASPUR (H.P.),JHANDUTTA,2080320401,GPS MALARI
,,BILASPUR (H.P.),JHANDUTTA,2080320402,GMS MALARI
,,BILASPUR (H.P.),JHANDUTTA,2080320501,GPS KUTHERA
,,BILASPUR (H.P.),JHANDUTTA,2080320601,GPS MALANGAN
,,BILASPUR (H.P.),JHANDUTTA,2080320602,GHS MALANGAN
,,BILASPUR (H.P.),JHANDUTTA,2080320701,GPS KALLAR
,,BILASPUR (H.P.),JHANDUTTA,2080320801,GPS GHANDHIR
,,BILASPUR (H.P.),JHANDUTTA,2080320802,GPS GHANDHIR KHAS
,,BILASPUR (H.P.),JHANDUTTA,2080320803,GPS DADHOG
,,BILASPUR (H.P.),JHANDUTTA,2080320901,GPS JHAMRARIARN
,,BILASPUR (H.P.),JHANDUTTA,2080320902,GPS NICHLI JHAMRARIARN
,,BILASPUR (H.P.),JHANDUTTA,2080321101,GPS TALAI
,,BILASPUR (H.P.),JHANDUTTA,2080321102,GPS GEHRA
,,BILASPUR (H.P.),JHANDUTTA,2080321103,GSSS TALAI
,,BILASPUR (H.P.),SADAR,2080100101,GMS DELAG
,,BILASPUR (H.P.),SADAR,2080100301,GPS BAGHARIN
,,BILASPUR (H.P.),SADAR,2080100401,GPS SALNOO
,,BILASPUR (H.P.),SADAR,2080100402,GMS SALNOO
,,BILASPUR (H.P.),SADAR,2080100501,GPS SALNOO KHAS
,,BILASPUR (H.P.),SADAR,2080100601,GPS BHARATHU
,,BILASPUR (H.P.),SADAR,2080100901,GPS CHHROL JATAN
,,BILASPUR (H.P.),SADAR,2080101001,GPS KUDDI
,,BILASPUR (H.P.),SADAR,2080101301,GPS JANGAL JHALEDA
,,BILASPUR (H.P.),SADAR,2080101302,GPS JANGAL JHALEDA KHAS
,,BILASPUR (H.P.),SADAR,2080101303,GMS JANGAL JHALEDA
,,BILASPUR (H.P.),SADAR,2080101501,GPS KANDROUR
,,BILASPUR (H.P.),SADAR,2080101502,GSSS KANDROUR
,,BILASPUR (H.P.),SADAR,2080101601,GPS BENLA
,,BILASPUR (H.P.),SADAR,2080101701,GPS LUNU KANAITA
,,BILASPUR (H.P.),SADAR,2080101901,GPS CHANDPUR
,,BILASPUR (H.P.),SADAR,2080101902,GSSS CHANDPUR
,,BILASPUR (H.P.),SADAR,2080102001,GPS BANDLA MIYAN
,,BILASPUR (H.P.),SADAR,2080102701,GPS TARER
,,BILASPUR (H.P.),SADAR,2080102901,GPS BALH BULHANA
,,BILASPUR (H.P.),SADAR,2080102902,GMS BALH BALHWANA
,,BILASPUR (H.P.),SADAR,2080103701,GPS KOSARIAN KANAITA
,,BILASPUR (H.P.),SADAR,2080103801,GPS DANOH
,,BILASPUR (H.P.),SADAR,2080104001,GPS KHAIRIAN
,,BILASPUR (H.P.),SADAR,2080104301,GPS BADHIAT
,,BILASPUR (H.P.),SADAR,2080104302,GMS BADHIAT
,,BILASPUR (H.P.),SADAR,2080104501,GPS NOG
,,BILASPUR (H.P.),SADAR,2080104502,GMS NOG
,,BILASPUR (H.P.),SADAR,2080104801,GPS BANAULA
,,BILASPUR (H.P.),SADAR,2080104901,GPS DHERARA
,,BILASPUR (H.P.),SADAR,2080104902,GPS BAGI
,,BILASPUR (H.P.),SADAR,2080105101,GPS JANGAL SUNGAL
,,BILASPUR (H.P.),SADAR,2080105102,GHS SUNGAL
,,BILASPUR (H.P.),SADAR,2080105201,GPS SIHRA
,,BILASPUR (H.P.),SADAR,2080105202,GPS KAHWI
,,BILASPUR (H.P.),SADAR,2080105203,GPS SIHRA KHAS
,,BILASPUR (H.P.),SADAR,2080105204,GHS SIHRA
,,BILASPUR (H.P.),SADAR,2080105301,GPS MANGROT
,,BILASPUR (H.P.),SADAR,2080105302,GHS MANGROT
,,BILASPUR (H.P.),SADAR,2080105501,GPS GHAGUS
,,BILASPUR (H.P.),SADAR,2080105502,GPS DEOLI
,,BILASPUR (H.P.),SADAR,2080105503,GPS BHAKHAIL SARYALI
,,BILASPUR (H.P.),SADAR,2080105504,GSSS GHAGUS
,,BILASPUR (H.P.),SADAR,2080105601,GPS CHAMLOG
,,BILASPUR (H.P.),SADAR,2080106001,GPS MANAR
,,BILASPUR (H.P.),SADAR,2080106101,GPS ROPA GANDHIYAN
,,BILASPUR (H.P.),SADAR,2080106701,GPS DAS GAON
,,BILASPUR (H.P.),SADAR,2080106702,GSSS DASGAON
,,BILASPUR (H.P.),SADAR,2080106901,GPS BERI RAJADYAN
,,BILASPUR (H.P.),SADAR,2080107201,GPS RAMBAG
,,BILASPUR (H.P.),SADAR,2080107202,GSSS BARMANA
,,BILASPUR (H.P.),SADAR,2080107301,GPS NALAG
,,BILASPUR (H.P.),SADAR,2080107302,GMS NALAG
,,BILASPUR (H.P.),SADAR,2080107501,GPS PANJGAIN
,,BILASPUR (H.P.),SADAR,2080107502,GPS THARMANAL
,,BILASPUR (H.P.),SADAR,2080107503,GPS KUNANU
,,BILASPUR (H.P.),SADAR,2080107504,GSSS PANJGAIN
,,BILASPUR (H.P.),SADAR,2080107701,GPS JAMTHAL
,,BILASPUR (H.P.),SADAR,2080107702,GPS  BARYAHI
,,BILASPUR (H.P.),SADAR,2080107704,GMS JAMTHAL
,,BILASPUR (H.P.),SADAR,2080107801,GPS NAIHAR
,,BILASPUR (H.P.),SADAR,2080108001,GPS HARNORA
,,BILASPUR (H.P.),SADAR,2080108002,GPS CHAMYON
,,BILASPUR (H.P.),SADAR,2080108003,GSSS HARNORA
,,BILASPUR (H.P.),SADAR,2080108201,GPS DHAUN KOTHI
,,BILASPUR (H.P.),SADAR,2080108202,GPS MAHADEV TIKKARI
,,BILASPUR (H.P.),SADAR,2080108203,GMS DHAUN KOTHI
,,BILASPUR (H.P.),SADAR,2080108401,GPS KANAOUN
,,BILASPUR (H.P.),SADAR,2080108901,GPS DHAR TATOH
,,BILASPUR (H.P.),SADAR,2080108902,GPS BALAG KA GHAT
,,BILASPUR (H.P.),SADAR,2080108903,GPS TATOH
,,BILASPUR (H.P.),SADAR,2080108904,GPS JHAMER
,,BILASPUR (H.P.),SADAR,2080108905,GSSS BALAG KA GHAT
,,BILASPUR (H.P.),SADAR,2080108906,GSSS DHAR TATOH
,,BILASPUR (H.P.),SADAR,2080108907,GPS SARAIN
,,BILASPUR (H.P.),SADAR,2080109101,GPS BAHOT KASOL
,,BILASPUR (H.P.),SADAR,2080109102,GHS BAUHAT KASOL
,,BILASPUR (H.P.),SADAR,2080109201,GPS SOLAG JURASI
,,BILASPUR (H.P.),SADAR,2080109202,GPS JURASI
,,BILASPUR (H.P.),SADAR,2080109204,GMS SOLAG JURASI
,,BILASPUR (H.P.),SADAR,2080109301,GPS KAROT
,,BILASPUR (H.P.),SADAR,2080109501,GPS SAYAR
,,BILASPUR (H.P.),SADAR,2080109503,GMS SAYAR DOBHA
,,BILASPUR (H.P.),SADAR,2080109601,GPS NALI CHANGER
,,BILASPUR (H.P.),SADAR,2080109701,GPS SAI BRAHMANA
,,BILASPUR (H.P.),SADAR,2080109702,GHS SAI BRAHMANA
,,BILASPUR (H.P.),SADAR,2080109703,GPS SAI BRAHMANA NICHLI
,,BILASPUR (H.P.),SADAR,2080109901,GPS RANIKOTLA
,,BILASPUR (H.P.),SADAR,2080109902,GSSS RANIKOTLA
,,BILASPUR (H.P.),SADAR,2080110001,GPS DABAR
,,BILASPUR (H.P.),SADAR,2080110401,GPS KOTHI BATALA
,,BILASPUR (H.P.),SADAR,2080111001,GPS THARU SANDAULI
,,BILASPUR (H.P.),SADAR,2080111101,GPS MAKRI
,,BILASPUR (H.P.),SADAR,2080111201,GPS KATHPUR
,,BILASPUR (H.P.),SADAR,2080111301,GPS JINANU
,,BILASPUR (H.P.),SADAR,2080111401,GPS PARNALI
,,BILASPUR (H.P.),SADAR,2080111402,GHS PARNALI
,,BILASPUR (H.P.),SADAR,2080111501,GPS BANDLA
,,BILASPUR (H.P.),SADAR,2080111502,GPS KOG
,,BILASPUR (H.P.),SADAR,2080111503,GPS PATTA CHANALAG
,,BILASPUR (H.P.),SADAR,2080111504,GSSS BANDLA
,,BILASPUR (H.P.),SADAR,2080111506,GMS PATTA CHANALAG
,,BILASPUR (H.P.),SADAR,2080111601,GPS BADSAUR
,,BILASPUR (H.P.),SADAR,2080111701,GPS DHAMNAN
,,BILASPUR (H.P.),SADAR,2080111702,GMS DHAMNA
,,BILASPUR (H.P.),SADAR,2080111901,GPS LAKHANPUR
,,BILASPUR (H.P.),SADAR,2080111903,GMS LAKHANPUR
,,BILASPUR (H.P.),SADAR,2080112301,GPS RAURA
,,BILASPUR (H.P.),SADAR,2080112401,GPS RAGHUNATHPURA
,,BILASPUR (H.P.),SADAR,2080112402,GSSS RAGHUNATHPURA
,,BILASPUR (H.P.),SADAR,2080112801,GPS GARNAL
,,BILASPUR (H.P.),SADAR,2080113001,GPS PARANGAL
,,BILASPUR (H.P.),SADAR,2080113201,GPS MANDI MANWAN
,,BILASPUR (H.P.),SADAR,2080113203,GMS MANDI MANWAN
,,BILASPUR (H.P.),SADAR,2080113601,GPS MANDI BHARARI
,,BILASPUR (H.P.),SADAR,2080113801,GPS KOTHIPURA KHAS
,,BILASPUR (H.P.),SADAR,2080113802,GSSS KOTHIPURA
,,BILASPUR (H.P.),SADAR,2080114001,GPS CHANGAR PLASIAN
,,BILASPUR (H.P.),SADAR,2080114101,GPS NOA
,,BILASPUR (H.P.),SADAR,2080114201,GPS RAJPURA KHAS
,,BILASPUR (H.P.),SADAR,2080114301,GPS SAGITHIN
,,BILASPUR (H.P.),SADAR,2080114401,GHS PAROHI
,,BILASPUR (H.P.),SADAR,2080114601,GPS RAJPURA
,,BILASPUR (H.P.),SADAR,2080114701,GPS NIAHI SARLI
,,BILASPUR (H.P.),SADAR,2080114702,GMS NAI SARLI
,,BILASPUR (H.P.),SADAR,2080114801,GPS KAHLI
,,BILASPUR (H.P.),SADAR,2080115101,GPS DEOTH
,,BILASPUR (H.P.),SADAR,2080115102,GSSS DEOTH
,,BILASPUR (H.P.),SADAR,2080115301,GPS KOTHI MAJHER
,,BILASPUR (H.P.),SADAR,2080115501,GPS LOHARDA
,,BILASPUR (H.P.),SADAR,2080115502,GHS LOHARDA
,,BILASPUR (H.P.),SADAR,2080115801,GPS TEPRA
,,BILASPUR (H.P.),SADAR,2080115802,GHS TEPRA
,,BILASPUR (H.P.),SADAR,2080115901,GPS KATAL
,,BILASPUR (H.P.),SADAR,2080116101,GPS TEPRA KHAS
,,BILASPUR (H.P.),SADAR,2080116102,GHS TEPRA KHAS
,,BILASPUR (H.P.),SADAR,2080116401,GPS TIAMAN
,,BILASPUR (H.P.),SADAR,2080116601,GPS GUTRAHAN
,,BILASPUR (H.P.),SADAR,2080116701,GPS BAGH-KHURD
,,BILASPUR (H.P.),SADAR,2080116901,GPS GHIYAL
,,BILASPUR (H.P.),SADAR,2080116902,GPS CHHETA
,,BILASPUR (H.P.),SADAR,2080116903,GHS GHIAL
,,BILASPUR (H.P.),SADAR,2080117201,GPS NAMHOL
,,BILASPUR (H.P.),SADAR,2080117202,GPS JAMLA
,,BILASPUR (H.P.),SADAR,2080117203,GMS JAMLA
,,BILASPUR (H.P.),SADAR,2080117204,GSSS NAMHOL
,,BILASPUR (H.P.),SADAR,2080117401,GPS PALOG
,,BILASPUR (H.P.),SADAR,2080117402,GMS PALOG
,,BILASPUR (H.P.),SADAR,2080117501,GPS DIB
,,BILASPUR (H.P.),SADAR,2080117701,GPS NIHARKHAN BASLA
,,BILASPUR (H.P.),SADAR,2080117702,GHS NIHARKHAN BASLA
,,BILASPUR (H.P.),SADAR,2080118101,GPS KOTLA
,,BILASPUR (H.P.),SADAR,2080118103,GMS KOTLA
,,BILASPUR (H.P.),SADAR,2080118201,GPS CHIRKI
,,BILASPUR (H.P.),SADAR,2080118501,GPS ASHAMAJARI
,,BILASPUR (H.P.),SADAR,2080118601,GPS SELEG GHAT
,,BILASPUR (H.P.),SADAR,2080118701,GPS JUKHALA
,,BILASPUR (H.P.),SADAR,2080118702,GSSS JUKHALA
,,BILASPUR (H.P.),SADAR,2080118703,GPS NALAG
,,BILASPUR (H.P.),SADAR,2080118801,GPS SEOLA
,,BILASPUR (H.P.),SADAR,2080118802,GPS BRAHAMPUKHAR
,,BILASPUR (H.P.),SADAR,2080118803,GHS SEOLA
,,BILASPUR (H.P.),SADAR,2080118805,GPS SANGLEHRI
,,BILASPUR (H.P.),SADAR,2080119001,GPS RIHRI
,,BILASPUR (H.P.),SADAR,2080119401,GPS GASAUR
,,BILASPUR (H.P.),SADAR,2080119403,GMS GASAUR
,,BILASPUR (H.P.),SADAR,2080119701,GPS BHOLI
,,BILASPUR (H.P.),SADAR,2080119702,GHS BHOLI
,,BILASPUR (H.P.),SADAR,2080119801,GPS KAMLOTA
,,BILASPUR (H.P.),SADAR,2080119901,GPS BUGAR BATHOH
,,BILASPUR (H.P.),SADAR,2080120301,GPS SURHAR
,,BILASPUR (H.P.),SADAR,2080120401,GPS LEONGRI KANAITAN
,,BILASPUR (H.P.),SADAR,2080120501,GPS SOHRA BIUNS
,,BILASPUR (H.P.),SADAR,2080120701,GPS SAI KHARSI
,,BILASPUR (H.P.),SADAR,2080120901,GPS SOLDHA
,,BILASPUR (H.P.),SADAR,2080120902,GSSS SOLDHA
,,BILASPUR (H.P.),SADAR,2080121101,GPS GHAMRARA
,,BILASPUR (H.P.),SADAR,2080121102,GPS SIHAL
,,BILASPUR (H.P.),SADAR,2080121301,GPS CHAMBYARA
,,BILASPUR (H.P.),SADAR,2080121401,GPS BHOJPUR
,,BILASPUR (H.P.),SADAR,2080121501,GPS DIGTHALI
,,BILASPUR (H.P.),SADAR,2080121502,GMS DIGTHALI
,,BILASPUR (H.P.),SADAR,2080121701,GPS SUIN SURHAR
,,BILASPUR (H.P.),SADAR,2080121702,GSSS SUIN SURHAR
,,BILASPUR (H.P.),SADAR,2080121801,GPS BARNU
,,BILASPUR (H.P.),SADAR,2080121802,GPS BARNU-II
,,BILASPUR (H.P.),SADAR,2080121803,GMS BARNOO
,,BILASPUR (H.P.),SADAR,2080122001,GPS JANED
,,BILASPUR (H.P.),SADAR,2080122401,GPS BEHLI
,,BILASPUR (H.P.),SADAR,2080122501,GPS NERI
,,BILASPUR (H.P.),SADAR,2080122901,GPS BAG RIDI
,,BILASPUR (H.P.),SADAR,2080123001,GPS SOHRI
,,BILASPUR (H.P.),SADAR,2080123002,GSSS SOHRI
,,BILASPUR (H.P.),SADAR,2080123101,GPS GAHOUTA
,,BILASPUR (H.P.),SADAR,2080123201,GPS SAI NORUAN
,,BILASPUR (H.P.),SADAR,2080123301,GPS SILHA
,,BILASPUR (H.P.),SADAR,2080123401,GPS SIKROHA
,,BILASPUR (H.P.),SADAR,2080123402,GSSS SIKROHA
,,BILASPUR (H.P.),SADAR,2080123501,GPS PANJEHLI
,,BILASPUR (H.P.),SADAR,2080123601,GPS SAMOG RAJPUTAN
,,BILASPUR (H.P.),SADAR,2080123701,GPS PIPALGHAT
,,BILASPUR (H.P.),SADAR,2080123801,GPS CHANDPUR
,,BILASPUR (H.P.),SADAR,2080124001,GPS CHHAKOH
,,BILASPUR (H.P.),SADAR,2080124002,GSSS CHHAKOH
,,BILASPUR (H.P.),SADAR,2080124101,GPS KYARAN
,,BILASPUR (H.P.),SADAR,2080124501,GPS MALOKHAR
,,BILASPUR (H.P.),SADAR,2080124502,GPS KOLTHI
,,BILASPUR (H.P.),SADAR,2080124504,GHS MALOKHAR
,,BILASPUR (H.P.),SADAR,2080124801,GPS MALOTHI
,,BILASPUR (H.P.),SADAR,2080125101,GPS DIARA
,,BILASPUR (H.P.),SADAR,2080125103,GMS DIARA
,,BILASPUR (H.P.),SADAR,2080125301,GPS CHANGER
,,BILASPUR (H.P.),SADAR,2080125302,GSSS(BOYS) BILASPUR
,,BILASPUR (H.P.),SADAR,2080125303,GSSS(GIRLS) BILASPUR
,,BILASPUR (H.P.),SWARGHAT,2080200101,GPS NAILA 
,,BILASPUR (H.P.),SWARGHAT,2080200102,GSSS NAILA
,,BILASPUR (H.P.),SWARGHAT,2080200301,GPS GOALTHAI
,,BILASPUR (H.P.),SWARGHAT,2080200302,GPS GOALTHAI CHANDEWAL
,,BILASPUR (H.P.),SWARGHAT,2080200401,GPS SAMTEHAN
,,BILASPUR (H.P.),SWARGHAT,2080200402,GPS KHAD SAMTEHAN
,,BILASPUR (H.P.),SWARGHAT,2080200403,GMS SAMTEHAN
,,BILASPUR (H.P.),SWARGHAT,2080200601,GPS TARSOOH
,,BILASPUR (H.P.),SWARGHAT,2080200602,GSSS TARSOOH
,,BILASPUR (H.P.),SWARGHAT,2080200901,GPS DAIHNI
,,BILASPUR (H.P.),SWARGHAT,2080200902,GMS DEHANI
,,BILASPUR (H.P.),SWARGHAT,2080201001,GPS THAKURDWARA
,,BILASPUR (H.P.),SWARGHAT,2080201002,GSSS NANGAY THAKUR
,,BILASPUR (H.P.),SWARGHAT,2080201101,GPS RAUR JAMAN
,,BILASPUR (H.P.),SWARGHAT,2080201201,GPS JANDAURI
,,BILASPUR (H.P.),SWARGHAT,2080201401,GPS GHATTEWAL-I
,,BILASPUR (H.P.),SWARGHAT,2080201402,GPS GHATTEWAL-II
,,BILASPUR (H.P.),SWARGHAT,2080201501,GPS DABAT
,,BILASPUR (H.P.),SWARGHAT,2080201502,GPS MAJARI-I
,,BILASPUR (H.P.),SWARGHAT,2080201503,GPS KUDANI
,,BILASPUR (H.P.),SWARGHAT,2080201504,GPS UPPER DABAT
,,BILASPUR (H.P.),SWARGHAT,2080201505,GPS MANJARI-II
,,BILASPUR (H.P.),SWARGHAT,2080201506,GHS DABAT
,,BILASPUR (H.P.),SWARGHAT,2080201507,GSSS MAJARI
,,BILASPUR (H.P.),SWARGHAT,2080201601,GMS DOLAN
,,BILASPUR (H.P.),SWARGHAT,2080201701,GPS DOLAN
,,BILASPUR (H.P.),SWARGHAT,2080202001,GPS MODAR
,,BILASPUR (H.P.),SWARGHAT,2080202301,GPS KHERI
,,BILASPUR (H.P.),SWARGHAT,2080202302,GMS KHERI
